id;adm_lb_nom;sup_id;emr_lb_systeme;emr_dt;sta_nm_dpt;code_insee;generation;date_maj;sta_nm_anfr;nat_id;sup_nm_haut;tpo_id;adr_lb_lieu;adr_lb_add1;adr_lb_add2;adr_lb_add3;adr_nm_cp;com_cd_insee;coordonnees;coord;statut
252428;FREE MOBILE;700794;LTE 900;;64;64100;4G;2025-10-02T15:15:22;640990066;26;30;72.0;La Vigne;imp de la vigne;ZAC Golf;Pylône SFR;64200;64100;43.44472222222222 , -1.486388888888889;43°26'41''N 1°29'11''W;Projet approuvé
140085;BOUYGUES TELECOM;2172939;5G NR 3500;09/11/2021;31;31136;5G;2025-10-02T15:15:22;312750765;23;38,3;68.0;COMMUNIA;ROUTE DE VLLEMUR;;;31620;31136;43.755 , 1.4358333333333333;43°45'18''N 1°26'9''E;Techniquement opérationnel
222392;FREE MOBILE;460356;UMTS 900;26/08/2019;79;79311;3G;2025-10-02T15:15:22;790990207;23;36;74.0;Les Tonnelles;Réservoir;;;79130;79311;46.619166666666665 , -0.40722222222222226;46°37'9''N 0°24'26''W;En service
683002;SFR;668824;UMTS 900;15/10/2010;80;80364;3G;2025-10-02T15:15:22;802700069;26;37;72.0;;R. des écoles;;;80460;80364;50.089444444444446 , 1.4794444444444446;50°5'22''N 1°28'46''E;En service
589419;ORANGE;2521964;LTE 800;;78;78381;4G;2025-10-02T15:15:22;782290594;23;30;21.0;;ROUTE DE RAMBOUILLET;CHANTIER DU BOIS DE L'EPIC;;78550;78381;48.77638888888889 , 1.6294444444444445;48°46'35''N 1°37'46''E;Projet approuvé
175697;BOUYGUES TELECOM;2779145;UMTS 900;24/08/2023;50;50210;3G;2025-10-02T15:15:22;502750316;23;40,5;73.0;;RTE DE LA LIBERTÉ;;;50190;50210;49.26444444444444 , -1.423888888888889;49°15'52''N 1°25'26''W;En service
633310;SFR;442574;5G NR 2100;16/02/2023;2;2173;5G;2025-10-02T15:15:22;22700054;23;54;32.0;Chemin de Graisset;route André Ternynck;;;2300;2173;49.63777777777778 , 3.206944444444445;49°38'16''N 3°12'25''E;Techniquement opérationnel
284313;FREE MOBILE;1519034;LTE 900;;38;38238;4G;2025-10-02T15:15:22;380990157;23;28;65.0;LES GRANGES;VOIE COM. N 4;;;38440;38238;45.51138888888889 , 4.995277777777778;45°30'41''N 4°59'43''E;Projet approuvé
496450;ORANGE;755701;UMTS 900;16/11/2015;6;6032;3G;2025-10-02T15:15:22;62290273;38;12;22.0;;9, rte de la turbie;;;6320;6032;43.72555555555556 , 7.394444444444445;43°43'32''N 7°23'40''E;En service
829501;TELCO OI;2835577;UMTS 900;08/08/2023;974;97411;3G;2025-10-02T15:15:22;9741203106;17;40,2;28.0;Tour du Butor;173 T Rue du Général de Gaulle;;;97400;97411;-20.884722222222223 , 55.46388888888889;20°53'5''S 55°27'50''E;En service
680049;SFR;647244;GSM 900;22/10/2004;34;34027;2G;2025-10-02T15:15:22;342700236;17;20;8.0;;r de la cooperative;pl de la cave;les Aires;34160;34027;43.730555555555554 , 4.019722222222222;43°43'50''N 4°1'11''E;En service
414397;Gouv Nelle Calédonie (OPT);1742723;GSM 900;07/12/2016;988;98818;2G;2025-10-02T15:15:22;9880110395;12;11,1;47.0;Ile Sainte Marie;;;;98800;98818;-22.298333333333336 , 166.48472222222222;22°17'54''S 166°29'5''E;En service
646464;SFR;476462;LTE 1800;01/09/2016;55;55132;4G;2025-10-02T15:15:22;552700060;23;43;32.0;Le Bois Simon;5 rue du stade;;;55170;55132;48.60805555555556 , 5.082222222222222;48°36'29''N 5°4'56''E;En service
806050;SFR;2943868;UMTS 900;;75;75106;3G;2025-10-02T15:15:22;752703093;38;25,5;9.0;;108 rue du cherche midi;;;75006;75106;48.84666666666667 , 2.3208333333333333;48°50'48''N 2°19'15''E;Projet approuvé
578861;ORANGE;2295159;UMTS 900;06/04/2021;70;70331;3G;2025-10-02T15:15:22;702290227;23;35,9;65.0;LA LOUVEROTTE;RUE DE GRAY;;;70100;70331;47.420833333333334 , 5.523333333333333;47°25'15''N 5°31'24''E;En service
328155;FREE MOBILE;2073686;LTE 2100;16/05/2024;12;12024;4G;2025-10-02T15:15:22;120990339;23;27,8;75.0;LA ROQUE;D 994;;;12390;12024;44.39694444444444 , 2.3091666666666666;44°23'49''N 2°18'33''E;En service
175747;BOUYGUES TELECOM;2779837;UMTS 900;29/12/2023;21;21673;3G;2025-10-02T15:15:22;212750646;23;38,9;75.0;;Chemin de la chatelaine;;;21360;21673;47.17972222222222 , 4.715;47°10'47''N 4°42'54''E;En service
35311;BOUYGUES TELECOM;536916;LTE 700;10/07/2025;14;14079;4G;2025-10-02T15:15:22;142750230;23;24;74.0;;r marcelle haricot;CENTRE SPORTIF;;14910;14079;49.335 , 0.029444444444444447;49°20'6''N 0°1'46''E;En service
253135;FREE MOBILE;707247;LTE 2600;28/11/2016;21;21231;4G;2025-10-02T15:15:22;210990125;20;24;2.0;;12 BD ALEXANDRE DE YOUGOSLAVIE;;;21000;21231;47.33083333333334 , 5.019444444444445;47°19'51''N 5°1'10''E;En service
42565;BOUYGUES TELECOM;582225;LTE 800;13/08/2019;63;63223;4G;2025-10-02T15:15:22;632750293;23;27,5;74.0;LACHAUX;CHEM RURAL;;;63560;63223;46.117777777777775 , 2.9091666666666667;46°7'4''N 2°54'33''E;En service
771911;SFR;2293521;LTE 700;13/05/2022;74;74129;4G;2025-10-02T15:15:22;742700611;23;46,1;27.0;BOIS BRULES;ROUTE DE BELMONT;;;74200;74129;46.32666666666667 , 6.60861111111111;46°19'36''N 6°36'31''E;En service
379387;FREE MOBILE;2812796;UMTS 900;24/01/2020;94;94068;3G;2025-10-02T15:15:22;940990259;38;15;9.0;;18 AV RASPAIL;;;94100;94068;48.78611111111111 , 2.4858333333333333;48°47'10''N 2°29'9''E;En service
151766;BOUYGUES TELECOM;2404485;LTE 2100;13/04/2022;91;91340;4G;2025-10-02T15:15:22;912751021;26;32;68.0;;1 RUE DU BOIS CHALAND;;;91090;91340;48.60722222222223 , 2.428611111111111;48°36'26''N 2°25'43''E;En service
7713;BOUYGUES TELECOM;445483;LTE 2100;;88;88087;4G;2025-10-02T15:15:22;882750065;20;35,4;34.0;;6 Pl de l'Église;Eglise St-Pierre-Fourier;;88000;88087;48.17222222222222 , 6.4350000000000005;48°10'20''N 6°26'6''E;Projet approuvé
57295;BOUYGUES TELECOM;697197;LTE 1800;01/10/2013;75;75118;4G;2025-10-02T15:15:22;752750427;38;43;29.0;;6 R Francoeur;;;75018;75118;48.89055555555556 , 2.342777777777778;48°53'26''N 2°20'34''E;En service
388391;FREE MOBILE;2895372;UMTS 900;;92;92050;3G;2025-10-02T15:15:22;920990424;38;28,8;28.0;;440 Bd des Provinces francaise;;;92000;92050;48.90083333333333 , 2.2175000000000002;48°54'3''N 2°13'3''E;Projet approuvé
123975;BOUYGUES TELECOM;1829590;UMTS 900;19/04/2018;27;27180;3G;2025-10-02T15:15:22;272750268;26;32,5;72.0;La mare du Breuil;ROUTE DEPARTEMENTALE;;;27940;27180;49.176944444444445 , 1.3808333333333334;49°10'37''N 1°22'51''E;En service
628757;SFR;347067;LTE 2100;15/01/2019;35;35238;4G;2025-10-02T15:15:22;352700199;23;25;72.0;;r camille st saëns;Ligne SNCF Rennes Chateaubriand;;35700;35238;48.1025 , -1.636388888888889;48°6'9''N 1°38'11''W;En service
99728;BOUYGUES TELECOM;1628514;LTE 700;17/10/2022;6;6051;4G;2025-10-02T15:15:22;62750720;23;23;4.0;La Route;Chem com de La Chapelle San Sebastien;;;6260;6051;43.99444444444445 , 6.876388888888889;43°59'40''N 6°52'35''E;En service
541694;ORANGE;1529482;5G NR 3500;18/04/2023;75;75114;5G;2025-10-02T15:15:22;752290139;38;32;28.0;;148 AV DU MAINE;;;75014;75114;48.83416666666667 , 2.3238888888888884;48°50'3''N 2°19'26''E;Techniquement opérationnel
390307;FREE MOBILE;2912372;LTE 2600;31/12/2024;26;26166;4G;2025-10-02T15:15:22;260990465;23;39;34.0;CHAMPGRAND;Chemin des Archipuits;;;26270;26166;44.74916666666667 , 4.788611111111111;44°44'57''N 4°47'19''E;En service
635872;SFR;449175;GSM 900;07/09/2000;2;2073;2G;2025-10-02T15:15:22;22700006;31;59;8.0;Les terres de la Planchette;7 Chem du Silo;Silo Champagne Céréales;;2190;2073;49.39666666666667 , 3.9058333333333333;49°23'48''N 3°54'21''E;En service
215239;FREE MOBILE;438084;LTE 700;23/12/2019;2;2805;4G;2025-10-02T15:15:22;20990007;23;28;32.0;La Butte du Moulin;r du Cimetiere;;;2200;2805;49.37555555555556 , 3.352777777777778;49°22'32''N 3°21'10''E;En service
793231;SFR;2788652;UMTS 900;12/10/2023;58;58074;3G;2025-10-02T15:15:22;582700199;23;39,3;68.0;LA CORVEAU;ROUTE DE LA GOUTTE NOIRE;;;58170;58074;46.88138888888889 , 3.926944444444444;46°52'53''N 3°55'37''E;En service
777828;SFR;2493626;LTE 800;22/12/2021;37;37019;4G;2025-10-02T15:15:22;372700287;23;38,3;73.0;;LA GANNERIE;;;37350;37019;46.88916666666667 , 0.7608333333333334;46°53'21''N 0°45'39''E;En service
113538;BOUYGUES TELECOM;1731054;5G NR 3500;30/11/2022;58;58273;5G;2025-10-02T15:15:22;582750018;23;43,4;32.0;CHAMP BOURDAN;chem révillon ;;;58160;58273;46.9475 , 3.263333333333333;46°56'51''N 3°15'48''E;Techniquement opérationnel
49532;BOUYGUES TELECOM;632878;LTE 1800;28/05/2018;13;13039;4G;2025-10-02T15:15:22;132750740;23;28;4.0;L'AUDIENCE MAS;RN 544;;;13270;13039;43.45305555555556 , 4.897222222222222;43°27'11''N 4°53'50''E;En service
515411;ORANGE;808605;5G NR 700;03/03/2025;64;64189;5G;2025-10-02T15:15:22;642290355;23;33;30.0;;chem de ste croix;P.S. RD704 A63;PK 9.3 Sens 1;64500;64189;43.373333333333335 , -1.6588888888888889;43°22'24''N 1°39'32''W;Techniquement opérationnel
416335;ONATI;2556538;GSM 900;09/10/2001;987;98714;2G;2025-10-02T15:15:22;9872011079;23;20;47.0;Anau;Bora reservoir;station hertzienne de l'OPT;;98730;98714;-16.521944444444443 , -151.7288888888889;16°31'19''S 151°43'44''W;En service
539461;ORANGE;1465860;LTE 700;10/10/2022;31;31555;4G;2025-10-02T15:15:22;312290414;17;14,8;29.0;;10 R Claude-Marie Perroud;;;31000;31555;43.57666666666667 , 1.3808333333333334;43°34'36''N 1°22'51''E;En service
430798;ORANGE;450063;LTE 1800;13/11/2019;14;14403;4G;2025-10-02T15:15:22;142290042;4;38;17.0;LA FOSSE;Hameau de Chenevière;;;14100;14403;49.14222222222222 , 0.34444444444444444;49°8'32''N 0°20'40''E;En service
811183;SFR;2996341;LTE 2100;;89;89439;4G;2025-10-02T15:15:22;892700530;23;38,3;68.0;;JARDIN DE DUCHY;;;89600;89439;47.98027777777778 , 3.681388888888889;47°58'49''N 3°40'53''E;Projet approuvé
296557;FREE MOBILE;1681709;LTE 1800;27/02/2017;58;58182;4G;2025-10-02T15:15:22;580990173;23;31;32.0;LA VIGNE VELÉE;LA VIGNE VELÉE;;;58290;58182;46.978611111111114 , 3.8125;46°58'43''N 3°48'45''E;En service
786840;SFR;2676152;LTE 2100;19/12/2024;30;30259;4G;2025-10-02T15:15:22;302700522;23;17;73.0;PARCELLE COMMUNALE;547 CHEM DE LA PLAINE DE LARNAC;;;30560;30259;44.103611111111114 , 4.105833333333333;44°6'13''N 4°6'21''E;En service
793787;SFR;2798772;GSM 900;22/01/2014;92;92040;2G;2025-10-02T15:15:22;922700196;17;24;29.0;;213 RUE JEAN JACQUES ROUSSEAU;Hôtel Campanile;;92130;92040;48.82222222222222 , 2.2577777777777777;48°49'20''N 2°15'28''E;En service
257352;FREE MOBILE;763277;UMTS 900;25/06/2018;17;17240;3G;2025-10-02T15:15:22;170990075;38;29;9.0;;r de la cité francois;Résidence François;;17130;17240;45.28666666666666 , -0.4008333333333334;45°17'12''N 0°24'3''W;En service
716943;SFR;1425393;5G NR 3500;08/04/2022;67;67482;5G;2025-10-02T15:15:22;672700464;38;33;28.0;;20 rue Tite Live;;;67000;67482;48.58222222222223 , 7.700555555555556;48°34'56''N 7°42'2''E;Techniquement opérationnel
643138;SFR;467982;LTE 2100;14/01/2022;4;4209;4G;2025-10-02T15:15:22;42700008;23;46;32.0;Le Collet-du-Page;;;;4200;4209;44.18694444444444 , 5.966944444444445;44°11'13''N 5°58'1''E;En service
685556;SFR;687294;5G NR 3500;02/12/2020;33;33433;5G;2025-10-02T15:15:22;332700090;23;30;72.0;ZI La Lande;3 r des bruyères;;;33450;33433;44.91833333333333 , -0.45055555555555554;44°55'6''N 0°27'2''W;Techniquement opérationnel
593835;ORANGE;2626376;LTE 800;14/09/2020;79;79135;4G;2025-10-02T15:15:22;792290179;23;32;65.0;LE FIEF DE LA CROIX;R PHILIPPE DE COMINES;D138 D137;;79200;79135;46.73277777777778 , -0.17444444444444443;46°43'58''N 0°10'28''W;En service
419117;ORANGE;108378;LTE 700;07/04/2020;94;94081;4G;2025-10-02T15:15:22;942290105;38;52;29.0;;31-37 Av du Colonel Fabien;;;94400;94081;48.783055555555556 , 2.379166666666667;48°46'59''N 2°22'45''E;En service
731656;SFR;1635238;LTE 800;15/06/2017;88;88181;4G;2025-10-02T15:15:22;882700246;23;38;16.0;LA SÉBOUE;RAIN DE FRANCE;;;88230;88181;48.19194444444444 , 7.038333333333333;48°11'31''N 7°2'18''E;En service
796502;SFR;2844702;LTE 2100;;67;67267;4G;2025-10-02T15:15:22;672700511;38;43;29.0;;20 rue des alouettes;Les hirondelles;;67380;67267;48.55333333333333 , 7.691111111111112;48°33'12''N 7°41'28''E;Projet approuvé
143879;BOUYGUES TELECOM;2236047;LTE 2600;12/01/2022;94;94043;4G;2025-10-02T15:15:22;942750675;17;44;27.0;;135 r gabriel péri et 46 r marcel sembat;;;94270;94043;48.80694444444444 , 2.3469444444444445;48°48'25''N 2°20'49''E;En service
449667;ORANGE;515755;UMTS 900;28/10/2015;58;58083;3G;2025-10-02T15:15:22;582290028;23;52;74.0;Prés des Ramottes;chem rural dit des bournées;;;58800;58083;47.275277777777774 , 3.6905555555555556;47°16'31''N 3°41'26''E;En service
664671;SFR;549227;LTE 1800;19/07/2019;24;24236;4G;2025-10-02T15:15:22;242700318;23;50;32.0;LES PLANTES;;;;24110;24236;45.17833333333333 , 0.5763888888888888;45°10'42''N 0°34'35''E;En service
592460;ORANGE;2598892;LTE 700;02/10/2023;79;79025;4G;2025-10-02T15:15:22;792290237;23;30;21.0;La Quintarderie;Tronçon de route de PARTHENAY D949 BIS;;;79130;79025;46.624722222222225 , -0.3383333333333333;46°37'29''N 0°20'18''W;En service
608556;ORANGE;2947527;LTE 2600;;85;85035;4G;2025-10-02T15:15:22;852290461;26;30;74.0;BERJONNEE DE LA CROIX;RUE DE LA CROIX;;;85470;85035;46.638888888888886 , -1.8786111111111112;46°38'20''N 1°52'43''W;Projet approuvé
777697;SFR;2490630;GSM 900;21/10/2021;17;17403;2G;2025-10-02T15:15:22;172700315;23;43,6;72.0;LE HAUT CACHERAT;;D19;;17500;17403;45.40277777777778 , -0.45472222222222225;45°24'10''N 0°27'17''W;En service
237423;FREE MOBILE;535344;UMTS 900;16/07/2019;33;33012;3G;2025-10-02T15:15:22;330990339;23;40;65.0;PANCHON;V PUBLIQUE;;;33460;33012;44.98777777777778 , -0.6952777777777778;44°59'16''N 0°41'43''W;En service
11032;BOUYGUES TELECOM;453791;LTE 2600;;46;46102;4G;2025-10-02T15:15:22;462750098;23;35;32.0;LE CINGLE;GR65;;;46100;46102;44.603611111111114 , 2.0252777777777777;44°36'13''N 2°1'31''E;Projet approuvé
97198;BOUYGUES TELECOM;1600423;LTE 800;26/09/2018;78;78291;4G;2025-10-02T15:15:22;782750676;23;25;4.0;Le Murguet des Marguerites;CR N°21;;;78930;78291;48.94499999999999 , 1.7280555555555557;48°56'42''N 1°43'41''E;En service
418672;ORANGE;102670;GSM 900;06/12/2000;69;69066;2G;2025-10-02T15:15:22;692290307;23;24;74.0;;9 r aimé christophe;;;69240;69066;46.06777777777778 , 4.315277777777777;46°4'4''N 4°18'55''E;En service
527808;ORANGE;878659;5G NR 3500;15/12/2023;56;56185;5G;2025-10-02T15:15:22;562290285;17;13;28.0;;24 r de gestel;HLM bâtiments 3 et 4;;56530;56185;47.788333333333334 , -3.4202777777777778;47°47'18''N 3°25'13''W;Techniquement opérationnel
750143;SFR;1780268;LTE 700;28/04/2023;21;21085;4G;2025-10-02T15:15:22;212700488;23;18,4;74.0;COMBE ROBET;Route de Poncey;D26;;21440;21085;47.448055555555555 , 4.749722222222222;47°26'53''N 4°44'59''E;En service
599686;ORANGE;2772516;5G NR 3500;29/03/2024;95;95127;5G;2025-10-02T15:15:22;952290384;38;25,5;28.0;;8 Rue de Villarceaux;;;95000;95127;49.03638888888889 , 2.084166666666667;49°2'11''N 2°5'3''E;Techniquement opérationnel
206068;BOUYGUES TELECOM;3130187;UMTS 900;;72;72090;3G;2025-10-02T15:15:22;722750528;23;36,1;68.0;PIECES DU PERRAY;RTE DE LOMBRON;;;72160;72090;48.0675 , 0.4633333333333333;48°4'3''N 0°27'48''E;Projet approuvé
237482;FREE MOBILE;535459;LTE 700;13/07/2020;58;58059;4G;2025-10-02T15:15:22;580990320;4;32,7;34.0;GAILLARDS;R DES CHATEAUX-CHATEAU D'EAU;;;58400;58059;47.174166666666665 , 3.0241666666666664;47°10'27''N 3°1'27''E;En service
790708;SFR;2744404;LTE 700;19/05/2023;57;57672;4G;2025-10-02T15:15:22;572700583;26;30;27.0;SAUEROD;D14 MONTEE SAINT MICHEL;;;57100;57672;49.367222222222225 , 6.104166666666666;49°22'2''N 6°6'15''E;En service
239093;FREE MOBILE;549100;LTE 2100;13/05/2024;6;6156;4G;2025-10-02T15:15:22;60990093;23;21;32.0;Chapelle Ste-Claire;Près D.31;;;6450;6156;44.05444444444444 , 7.251388888888889;44°3'16''N 7°15'5''E;En service
762042;SFR;1962997;UMTS 900;10/03/2021;55;55520;3G;2025-10-02T15:15:22;552700265;23;27;32.0;Croix Le Pêcheur;;;;55190;55520;48.689166666666665 , 5.6725;48°41'21''N 5°40'21''E;En service
544360;ORANGE;1588897;LTE 2600;23/01/2017;73;73280;4G;2025-10-02T15:15:22;732290113;23;19;16.0;Pierre Aigüe;Autocommutateur;;;73530;73280;45.22222222222222 , 6.223611111111111;45°13'20''N 6°13'25''E;En service
82992;BOUYGUES TELECOM;1303402;LTE 2100;22/07/2021;94;94004;4G;2025-10-02T15:15:22;942750037;38;49;28.0;;2 Place de la Sablière;;;94470;94004;48.755833333333335 , 2.4966666666666666;48°45'21''N 2°29'48''E;En service
461366;ORANGE;569298;GSM 900;27/04/2009;5;5139;2G;2025-10-02T15:15:22;52290106;26;14;74.0;Beaume Baisse;altisurface de st etienne en devoluy;;;5250;5139;44.665277777777774 , 5.907222222222223;44°39'55''N 5°54'26''E;En service
239319;FREE MOBILE;550580;UMTS 900;18/03/2013;69;69389;3G;2025-10-02T15:15:22;690990003;38;30;9.0;;17 R DE MONTRIBLOUD;;;69009;69389;45.769999999999996 , 4.791111111111111;45°46'12''N 4°47'28''E;En service
398579;FREE MOBILE;2989607;5G NR 3500;;95;95476;5G;2025-10-02T15:15:22;950990337;26;31,6;42.0;;19 Route de Paris à Dieppe;;;95520;95476;49.07166666666667 , 2.079444444444445;49°4'18''N 2°4'46''E;Projet approuvé
28345;BOUYGUES TELECOM;512280;LTE 700;27/12/2024;86;86293;4G;2025-10-02T15:15:22;862750020;23;45,7;72.0;Le Treuil;39 chem de Pommeroux;;;86370;86293;46.441111111111105 , 0.25666666666666665;46°26'28''N 0°15'24''E;En service
584340;ORANGE;2415120;LTE 800;16/07/2021;43;43233;4G;2025-10-02T15:15:22;432290177;26;26;73.0;LE MARTOURET (Za);RUE DU MARTOURET;;;43320;43233;45.058055555555555 , 3.798888888888889;45°3'29''N 3°47'56''E;En service
753262;SFR;1811567;LTE 1800;29/08/2024;22;22050;4G;2025-10-02T15:15:22;222700061;26;26;72.0;La petite Nourais;Terrain de rugby;;;22100;22050;48.433611111111105 , -2.0569444444444445;48°26'1''N 2°3'25''W;En service
6404;BOUYGUES TELECOM;442530;LTE 2100;16/02/2022;38;38011;4G;2025-10-02T15:15:22;382750071;4;22;34.0;Mont Revois;Château d'eau;;;38280;38011;45.78527777777778 , 5.1658333333333335;45°47'7''N 5°9'57''E;En service
152763;BOUYGUES TELECOM;2420844;LTE 800;17/06/2021;7;7096;4G;2025-10-02T15:15:22;72750291;23;26,7;4.0;LE PELOUTIER;CHEMIN RURAL;PROCHE CHEMIN DU PELOUTIER;;7190;7096;44.85944444444445 , 4.554166666666666;44°51'34''N 4°33'15''E;En service
659688;SFR;526271;5G NR 2100;25/11/2021;81;81060;5G;2025-10-02T15:15:22;812700009;23;36,7;32.0;LA CREMADE;CHEM DU BATÛT;;;81400;81060;44.06166666666666 , 2.1574999999999998;44°3'42''N 2°9'27''E;Techniquement opérationnel
738522;SFR;1691948;5G NR 2100;;67;67180;5G;2025-10-02T15:15:22;672700332;38;24;29.0;;14 RUE DES VOITURIERS;;;67500;67180;48.808055555555555 , 7.788055555555555;48°48'29''N 7°47'17''E;Projet approuvé
455674;ORANGE;542880;LTE 1800;17/10/2016;75;75115;4G;2025-10-02T15:15:22;752291443;17;31,7;15.0;;61-65 r dutot;;;75015;75115;48.838055555555556 , 2.308333333333333;48°50'17''N 2°18'30''E;En service
778175;SFR;2506203;UMTS 900;01/06/2022;2;2600;3G;2025-10-02T15:15:22;22700293;23;44;72.0;;CHEMIN DU VOYEU DES BORDEAUX;;;2350;2600;49.65 , 3.7880555555555553;49°39'0''N 3°47'17''E;En service
708143;SFR;861210;LTE 2600;03/04/2019;59;59507;4G;2025-10-02T15:15:22;592700332;26;25;72.0;;ech de ronchin;a a1 ;;59790;59507;50.596111111111114 , 3.1019444444444444;50°35'46''N 3°6'7''E;En service
400924;FREE MOBILE;3006551;LTE 2600;;02B;2B290;4G;2025-10-02T15:15:22;02B0990346;23;15;42.0;;U Stradò di Lisula;;;20226;2B290;42.564166666666665 , 8.982777777777779;42°33'51''N 8°58'58''E;Projet approuvé
283733;FREE MOBILE;1510933;UMTS 900;13/04/2015;75;75107;3G;2025-10-02T15:15:22;750990196;38;26;9.0;;RUE DE MARTIGNAC ;;;75007;75107;48.8575 , 2.318333333333333;48°51'27''N 2°19'6''E;En service
203244;BOUYGUES TELECOM;3102091;5G NR 2100;;61;61294;5G;2025-10-02T15:15:22;612750236;23;36,5;74.0;La Bataille;5 Route de Sées;5 Route de Sées;;61570;61294;48.63638888888889 , 0.0911111111111111;48°38'11''N 0°5'28''E;Projet approuvé
403139;FREE MOBILE;3026134;5G NR 700;21/01/2022;10;10334;5G;2025-10-02T15:15:22;100990364;23;35;21.0;;RUE DU BORDEAU ;D68;;10400;10334;48.474722222222226 , 3.5524999999999998;48°28'29''N 3°33'9''E;Techniquement opérationnel
415492;ONATI;612102;GSM 900;26/06/2009;987;98745;2G;2025-10-02T15:15:22;9872011231;12;12;40.0;Hipu;Pointe Matahira;Terrain en hauteur;;98733;98745;-16.61527777777778 , -151.43583333333333;16°36'55''S 151°26'9''W;En service
545853;ORANGE;1624036;LTE 700;04/03/2021;91;91345;4G;2025-10-02T15:15:22;912290013;17;29;21.0;;26 Rue du Dr Roux;;;91160;91345;48.68944444444444 , 2.2966666666666664;48°41'22''N 2°17'48''E;En service
223430;FREE MOBILE;464609;LTE 2600;04/12/2014;77;77065;4G;2025-10-02T15:15:22;770990085;23;42;32.0;L'Alouette;chem du Bois de Réaux;;;77930;77065;48.46472222222223 , 2.5155555555555558;48°27'53''N 2°30'56''E;En service
149847;BOUYGUES TELECOM;2350110;LTE 700;30/06/2022;62;62251;4G;2025-10-02T15:15:22;622750770;23;30;27.0;;RUE DES EPERCHETTES;;;62240;62251;50.651944444444446 , 1.838888888888889;50°39'7''N 1°50'20''E;En service
735878;SFR;1670146;LTE 2100;26/10/2022;41;41097;4G;2025-10-02T15:15:22;412700201;23;32;32.0;La Berthelotière;RN76;;;41130;41097;47.299166666666665 , 1.6477777777777778;47°17'57''N 1°38'52''E;En service
375070;FREE MOBILE;2749218;5G NR 3500;24/07/2023;33;33236;5G;2025-10-02T15:15:22;330990543;23;50;32.0;LA BECASSIERE;AVENUE DE BORDEAUX;D106;;33970;33236;44.68611111111111 , -1.2466666666666668;44°41'10''N 1°14'48''W;Techniquement opérationnel
69665;BOUYGUES TELECOM;798415;LTE 1800;01/10/2013;93;93050;4G;2025-10-02T15:15:22;932750292;38;53;9.0;;80 AV DU 8 MAI 1945;;;93330;93050;48.86388888888889 , 2.5355555555555553;48°51'50''N 2°32'8''E;En service
363184;FREE MOBILE;2603450;LTE 900;30/07/2025;31;31150;4G;2025-10-02T15:15:22;310990440;26;15;75.0;;ZA LOUIS BREGUET;6, Rue Louis Breguet;;31700;31150;43.646388888888886 , 1.3383333333333332;43°38'47''N 1°20'18''E;En service
624531;PMT-VODAFONE;1867956;5G NR 3500;24/03/2025;987;98733;5G;2025-10-02T15:15:22;9872040046;23;35;64.0;Tirapa;garage jean gérard;PK 20.2 ouest;;98711;98733;-17.67777777777778 , -149.5875;17°40'40''S 149°35'15''W;Techniquement opérationnel
544776;ORANGE;1602926;LTE 2600;23/05/2017;75;75101;4G;2025-10-02T15:15:22;752291953;17;27;9.0;;43 Rue de l'Arbre Sec;;;75001;75101;48.861111111111114 , 2.3422222222222224;48°51'40''N 2°20'32''E;En service
198786;BOUYGUES TELECOM;3044272;LTE 800;12/09/2024;72;72181;4G;2025-10-02T15:15:22;722750475;38;16;9.0;;10 Rue HENRI FARMAN;;;72000;72181;47.964444444444446 , 0.20777777777777778;47°57'52''N 0°12'28''E;En service
44722;BOUYGUES TELECOM;596579;LTE 1800;23/08/2017;62;62204;4G;2025-10-02T15:15:22;622750172;26;36;32.0;LA BRIQUETERIE;r jean jacques;D.129;;62870;62204;50.39111111111111 , 1.8611111111111112;50°23'28''N 1°51'40''E;En service
156625;BOUYGUES TELECOM;2490627;5G NR 2100;26/12/2023;16;16119;5G;2025-10-02T15:15:22;162750342;23;30,1;72.0;LE ROC DE LA FOSSE;;;;16410;16119;45.55638888888888 , 0.3213888888888889;45°33'23''N 0°19'17''E;Techniquement opérationnel
563136;ORANGE;2020860;5G NR 700;16/01/2025;67;67482;5G;2025-10-02T15:15:22;672290492;26;30;34.0;;STADE CHARLES FREY;RUE DU SCHNOCKELOCH;;67000;67482;48.57361111111111 , 7.715;48°34'25''N 7°42'54''E;Techniquement opérationnel
179117;BOUYGUES TELECOM;2832014;LTE 1800;;13;13206;4G;2025-10-02T15:15:22;132751488;10;1;4.0;METRO CASTELLANE;43 Avenue du Prado;;;13006;13206;43.28361111111111 , 5.3852777777777785;43°17'1''N 5°23'7''E;Projet approuvé
803521;SFR;2913993;5G NR 2100;28/03/2024;57;57631;5G;2025-10-02T15:15:22;572700647;26;24;27.0;;8 RUE des Bouleaux;;;57200;57631;49.117222222222225 , 7.090277777777778;49°7'2''N 7°5'25''E;Techniquement opérationnel
471473;ORANGE;619802;UMTS 900;04/11/2015;39;39056;3G;2025-10-02T15:15:22;392290053;4;36;34.0;EN BOUTERNE;r des drs desbiez;;;39140;39056;46.74861111111111 , 5.445555555555556;46°44'55''N 5°26'44''E;En service
564071;ORANGE;2040636;LTE 800;31/07/2018;54;54431;4G;2025-10-02T15:15:22;542290402;17;20;28.0;;RUE DU PORT;RESIDENCE LA MESANGE;;54700;54431;48.9075 , 6.046944444444445;48°54'27''N 6°2'49''E;En service
